1,1,266,325,407,455,0
1,2,901,94,923,112,0
1,3,844,86,865,105,0
2,1,250,335,394,467,0
2,2,900,93,923,111,0
2,3,844,86,865,105,0
3,1,223,351,373,502,0
3,2,900,93,923,111,0
3,3,844,85,865,104,0
4,1,198,367,357,522,0
4,2,900,93,923,110,0
4,3,844,85,865,104,0
5,1,175,382,336,544,0
5,2,899,93,922,110,0
5,3,844,84,865,104,0
6,1,151,397,318,568,0
6,2,899,93,921,110,0
6,3,844,84,865,103,0
7,1,128,414,300,595,0
7,2,899,93,921,110,0
7,3,844,83,865,103,0
8,1,104,432,281,622,0
8,2,900,92,921,109,0
8,3,844,83,865,102,0
9,1,79,451,259,652,0
9,2,900,92,921,108,0
9,3,845,83,865,102,0
10,1,53,471,237,683,0
10,2,900,92,921,108,0
10,3,845,83,865,102,0
11,1,28,493,214,716,0
11,2,900,92,921,107,0
11,3,845,83,865,101,0
12,1,3,518,191,753,0
12,2,900,92,921,107,0
12,3,845,83,865,101,0
13,1,0,542,167,792,0
13,2,900,92,921,107,0
13,3,845,83,865,101,0
14,1,0,569,142,833,0
14,2,899,92,920,107,0
14,3,845,83,865,101,0
15,1,0,599,118,881,0
15,2,899,92,920,107,0
15,3,845,83,865,101,0
16,1,0,629,92,936,0
16,2,899,91,920,106,0
16,3,845,82,865,101,0
17,1,0,659,66,985,0
17,2,899,91,920,106,0
17,3,845,82,865,100,0
18,1,0,702,41,1023,0
18,2,899,91,920,106,0
18,3,845,81,865,100,0
19,2,899,90,920,105,0
19,3,844,81,865,100,0
20,2,899,90,920,105,0
20,3,844,81,865,99,0
21,2,899,90,920,105,0
21,3,844,81,865,99,0
22,2,899,90,919,105,0
22,3,845,81,865,99,0
23,2,898,90,919,105,0
23,3,845,81,866,98,0
24,2,898,90,919,105,0
24,3,845,80,866,98,0
25,2,898,89,919,104,0
25,3,845,80,866,98,0
26,2,899,89,919,104,0
26,3,845,80,866,98,0
27,2,898,89,919,103,0
27,3,845,80,866,98,0
28,2,898,88,919,103,0
28,3,845,79,866,98,0
29,2,898,88,919,103,0
29,3,845,79,866,98,0
30,2,898,88,919,102,0
30,3,845,79,866,97,0
31,2,898,87,919,102,0
31,3,845,79,866,97,0
32,2,898,87,919,102,0
32,3,845,79,866,97,0
33,2,898,87,919,102,0
33,3,845,79,866,97,0
34,2,898,87,918,102,0
34,3,845,79,866,97,0
35,2,898,87,918,102,0
35,3,845,79,867,96,0
36,2,898,86,918,101,0
36,3,846,79,866,96,0
37,2,898,86,917,101,0
37,3,846,79,866,96,0
38,2,898,86,917,101,0
38,3,846,78,866,96,0
39,2,898,86,917,101,0
39,3,846,78,866,96,0
40,2,898,86,917,101,0
40,3,846,78,865,95,0
41,2,897,85,917,100,0
41,3,846,78,865,95,0
42,2,897,85,916,100,0
42,3,846,78,865,95,0
43,3,846,78,865,95,0
44,3,845,78,865,95,0
45,3,846,78,865,94,0
46,3,846,78,865,94,0
47,3,846,77,865,94,0
48,3,846,78,865,94,0
49,3,846,77,865,94,0
50,3,846,77,865,95,0
51,3,846,77,865,94,0
52,3,846,77,865,94,0
53,3,847,77,866,94,0
54,3,847,77,866,94,0
55,3,847,77,866,94,0
56,3,847,77,866,94,0
57,3,847,77,866,94,0
58,3,847,77,866,94,0
59,3,847,77,866,93,0
60,3,847,77,866,93,0
61,3,848,77,866,93,0
62,3,848,77,865,93,0
63,3,847,77,866,93,0
64,3,847,77,866,92,0
65,3,847,76,866,92,0
66,3,847,76,866,92,0
67,3,847,76,866,92,0
68,3,847,76,866,92,0
69,3,846,76,865,92,0
70,3,846,76,865,91,0
71,3,847,76,865,91,0
72,3,847,75,865,91,0
73,3,847,76,865,91,0
74,3,847,76,865,91,0
75,3,847,76,865,91,0
76,3,847,76,865,91,0
77,3,847,76,865,91,0
78,3,847,76,865,91,0
79,3,847,76,865,91,0
80,3,846,75,865,91,0
81,3,847,75,865,91,0
82,3,847,75,865,91,0
83,3,847,75,865,91,0
84,3,847,75,865,91,0
85,3,847,75,865,91,0
86,3,847,75,865,91,0
87,3,847,75,865,91,0
88,3,846,75,865,91,0
89,3,846,75,865,90,0
90,3,847,75,865,90,0
91,3,847,75,865,90,0
92,3,847,75,865,90,0
93,3,847,75,865,90,0
94,3,847,75,865,90,0
95,3,847,75,865,90,0
96,3,847,75,865,90,0
97,3,847,75,865,90,0
98,3,847,75,865,90,0
99,3,848,75,865,90,0
100,3,848,75,865,90,0
101,3,848,75,865,90,0
102,3,848,75,865,90,0
103,3,848,75,866,90,0
104,3,848,75,866,89,0
105,3,848,75,866,89,0
106,3,848,75,866,89,0
107,3,848,75,866,89,0
108,3,848,75,865,90,0
109,3,848,75,865,89,0
110,3,848,75,865,89,0
111,3,848,75,865,89,0
112,3,848,75,865,89,0
113,3,848,75,865,89,0
114,3,848,75,865,89,0
115,3,848,75,865,89,0
116,3,848,75,865,89,0
117,3,848,75,865,89,0
118,3,848,75,865,89,0
119,3,848,74,865,89,0
120,3,848,74,865,89,0
121,3,848,74,865,89,0
122,3,848,74,865,89,0
123,3,848,74,865,89,0
124,3,848,74,865,89,0
125,3,848,74,865,89,0
126,3,848,74,865,89,0
127,3,848,74,865,88,0
128,3,849,74,865,88,0
129,3,849,74,866,88,0
